position	real data_incl	significant_incl	real native se_incl	0.005%_incl	mean_incl	0.995%_incl	real data_excl	significant_excl	real native se_excl	0.005%_excl	mean_excl	0.995%_excl	min	max
20	-0.000507139557414	0	-0.000498228825665	-0.000608985883787	-0.000501380829379	-0.000398951908454	-0.000525660600259	0	-0.000498228825665	-0.000649769948875	-0.000497548851631	-0.000354778255004	-0.000649769948875	-0.000354778255004
21	-0.000521450954392	0	-0.000498454521262	-0.000605511121502	-0.000501307588918	-0.000396250632063	-0.000543730653467	0	-0.000498454521262	-0.000647889806152	-0.000498342919229	-0.000356843034992	-0.000647889806152	-0.000356843034992
22	-0.000531491484155	0	-0.000500635629905	-0.000613703445639	-0.000503975245093	-0.000392968210064	-0.000556526807497	0	-0.000500635629905	-0.000647249843719	-0.000500319070153	-0.000355803942984	-0.000647249843719	-0.000355803942984
23	-0.000536094738932	0	-0.00050293439791	-0.00061319182579	-0.000507186275288	-0.000399050192609	-0.000565297388723	0	-0.00050293439791	-0.000647635322403	-0.000500815334316	-0.000358013632552	-0.000647635322403	-0.000358013632552
24	-0.000538576075755	0	-0.000506344672791	-0.000619804145386	-0.000511110882391	-0.000404719619782	-0.00054702530246	0	-0.000506344672791	-0.000658409637056	-0.000506229641548	-0.000363648693537	-0.000658409637056	-0.000363648693537
25	-0.000546562468308	0	-0.000509525769424	-0.000622617463155	-0.000514074729393	-0.000408354590797	-0.000538714185634	0	-0.000509525769424	-0.000651590412935	-0.000508268246529	-0.000375487517924	-0.000651590412935	-0.000375487517924
26	-0.000549758411088	0	-0.000514473879598	-0.000625885793999	-0.00051946376897	-0.000411287366066	-0.000557958515399	0	-0.000514473879598	-0.000663120177675	-0.000511806225469	-0.000374082925089	-0.000663120177675	-0.000374082925089
27	-0.000556047216454	0	-0.000516371453402	-0.000621776250949	-0.000522077743511	-0.000406427951928	-0.000563602865906	0	-0.000516371453402	-0.000652082341906	-0.00051405149063	-0.000370375261717	-0.000652082341906	-0.000370375261717
28	-0.00055562094755	0	-0.000517795876149	-0.000626428815148	-0.000522933495772	-0.000407610846929	-0.000566321045913	0	-0.000517795876149	-0.00065047217035	-0.000517812819249	-0.000376482649471	-0.00065047217035	-0.000376482649471
29	-0.00056824700243	0	-0.000514410348033	-0.000622107416369	-0.000518020448839	-0.000406461787997	-0.000579603153798	0	-0.000514410348033	-0.000649768764607	-0.000513603463271	-0.000371554080098	-0.000649768764607	-0.000371554080098
30	-0.000565278372624	0	-0.000510348864881	-0.000621991262198	-0.000512651267728	-0.000402180090179	-0.000586770362643	0	-0.000510348864881	-0.000654975330362	-0.000508725977768	-0.000373712039952	-0.000654975330362	-0.000373712039952
31	-0.000570474949164	0	-0.000507200320592	-0.000616820366408	-0.000510635663901	-0.000400629642748	-0.000591846523492	0	-0.000507200320592	-0.000655984132079	-0.000505197611204	-0.00036598874086	-0.000655984132079	-0.00036598874086
32	-0.000578722934994	0	-0.000500408257733	-0.000614259721291	-0.000505163965931	-0.000390950367822	-0.000597827678716	0	-0.000500408257733	-0.000640361621678	-0.00049968049259	-0.000355530330318	-0.000640361621678	-0.000355530330318
33	-0.000586117544957	0	-0.00049899142975	-0.00060855836475	-0.000502561359604	-0.000392161017146	-0.000599023569553	0	-0.00049899142975	-0.000651562010121	-0.000496890348002	-0.000363181906116	-0.000651562010121	-0.000363181906116
34	-0.000591399445766	0	-0.000495671693779	-0.000607187169996	-0.000499200464211	-0.000389917118096	-0.000603132423334	0	-0.000495671693779	-0.000647215130684	-0.000493751020034	-0.000364477555816	-0.000647215130684	-0.000364477555816
35	-0.000585539423403	0	-0.00049371160772	-0.00060155158018	-0.000497134572889	-0.000389360646659	-0.000598259879519	0	-0.00049371160772	-0.000646112161367	-0.000492151333399	-0.000362761535395	-0.000646112161367	-0.000362761535395
36	-0.000590435255924	0	-0.000494822666886	-0.00059651006965	-0.000496873915223	-0.000391421009702	-0.000597289925687	0	-0.000494822666886	-0.000642592987266	-0.000491912816066	-0.000360937328026	-0.000642592987266	-0.000360937328026
37	-0.00056828688252	0	-0.000494224068288	-0.00058998790575	-0.000496847260339	-0.00039317401421	-0.00059321611479	0	-0.000494224068288	-0.000640775904494	-0.000492553833781	-0.00035758076358	-0.000640775904494	-0.00035758076358
38	-0.000559537468321	0	-0.000492812056048	-0.000584534010881	-0.000495254797067	-0.000386152632553	-0.000589768284143	0	-0.000492812056048	-0.000638788554031	-0.000492054115972	-0.000363322230064	-0.000638788554031	-0.000363322230064
39	-0.000556377129649	0	-0.000492216935657	-0.000583650687177	-0.00049598536577	-0.000387215089675	-0.000592052022888	0	-0.000492216935657	-0.000632407402199	-0.000489501811947	-0.000359760139894	-0.000632407402199	-0.000359760139894
40	-0.000549219360014	0	-0.000491118965709	-0.00058149522123	-0.000494153447166	-0.00038517941407	-0.000584500542247	0	-0.000491118965709	-0.000627122433034	-0.000489366853583	-0.00036298077201	-0.000627122433034	-0.00036298077201
41	-0.00054529740456	0	-0.000488134187022	-0.000581705976636	-0.000491120960738	-0.000379743900208	-0.000568483799286	0	-0.000488134187022	-0.000622693698342	-0.000487040985102	-0.000359630714215	-0.000622693698342	-0.000359630714215
42	-0.000545192623662	0	-0.000487511440407	-0.000584503375813	-0.000490869406973	-0.000374908340809	-0.000574565697524	0	-0.000487511440407	-0.000624239990558	-0.000486405892454	-0.000357828308363	-0.000624239990558	-0.000357828308363
43	-0.000542916815327	0	-0.000484852788677	-0.000581552484785	-0.000489024992879	-0.000374557782784	-0.000584253428596	0	-0.000484852788677	-0.000613592103956	-0.000484034724483	-0.00035700303527	-0.000613592103956	-0.00035700303527
44	-0.000541116792451	0	-0.000483800262147	-0.000583507422388	-0.00048735317485	-0.000369052256584	-0.000585452762982	0	-0.000483800262147	-0.000610030647269	-0.000483917781687	-0.000346844829564	-0.000610030647269	-0.000346844829564
45	-0.000536856427642	0	-0.000473792128927	-0.000576657987111	-0.000476639277789	-0.000362527410241	-0.000573472423146	0	-0.000473792128927	-0.000610394203168	-0.000474045788076	-0.000336238710819	-0.000610394203168	-0.000336238710819
46	-0.00053650069918	0	-0.000475593745396	-0.000571154226179	-0.00047905140279	-0.000367792584647	-0.000573680941657	0	-0.000475593745396	-0.000601283921052	-0.000475995191051	-0.000342475018631	-0.000601283921052	-0.000342475018631
47	-0.000538130684187	0	-0.0004719891804	-0.000570332617995	-0.000473945218296	-0.000364487127814	-0.000572394296321	0	-0.0004719891804	-0.000598496696203	-0.000471475537349	-0.000345487080066	-0.000598496696203	-0.000345487080066
48	-0.000522566066395	0	-0.000448519521593	-0.000545846237776	-0.000451449758753	-0.000346885451043	-0.000560531200229	0	-0.000448519521593	-0.000576333736292	-0.000447747411611	-0.000318422564995	-0.000576333736292	-0.000318422564995
49	-0.000511175489417	0	-0.000437055335176	-0.000533746160785	-0.000440062833431	-0.000334847335108	-0.00056731096363	1	-0.000437055335176	-0.000563501294359	-0.000438374569993	-0.000310485479623	-0.000563501294359	-0.000310485479623
50	-0.000265336419356	1	-0.000170212326341	-0.000228531218185	-0.000170803407044	-0.000106703469604	-0.000213415669886	0	-0.000170212326341	-0.000254700886708	-0.000169766775796	-8.82886368288e-05	-0.000254700886708	-8.82886368288e-05
51	-0.000258653874455	1	-0.000159048174139	-0.000217533733228	-0.000159672985174	-9.63545188515e-05	-0.000205128761281	0	-0.000159048174139	-0.000241014794558	-0.000158973745585	-8.22238494806e-05	-0.000241014794558	-8.22238494806e-05
52	-0.000249100109775	1	-0.000138496329425	-0.000195558944782	-0.000139124315448	-7.65793302759e-05	-0.000169883263145	0	-0.000138496329425	-0.000218011444352	-0.000138103062348	-5.62984762664e-05	-0.000218011444352	-5.62984762664e-05
53	-0.00024231467129	1	-0.000135714143535	-0.000195248819246	-0.000135960500285	-7.58184005519e-05	-0.000161075471161	0	-0.000135714143535	-0.000216066349675	-0.00013597017794	-6.08069558504e-05	-0.000216066349675	-6.08069558504e-05
54	-0.000244437302878	1	-0.000135051066195	-0.000193799922335	-0.000134986987427	-6.93461038376e-05	-0.000160104821381	0	-0.000135051066195	-0.000214884497977	-0.000134557229519	-5.70132850172e-05	-0.000214884497977	-5.70132850172e-05
55	-0.000239197790347	1	-0.000133592337613	-0.000192757123336	-0.00013369635869	-7.33109026193e-05	-0.00015419520236	0	-0.000133592337613	-0.000212971578188	-0.000132785354738	-6.00980507381e-05	-0.000212971578188	-6.00980507381e-05
56	-0.000237314897755	1	-0.000128388559335	-0.000185303895224	-0.000127860565163	-6.70446502613e-05	-0.000151323516927	0	-0.000128388559335	-0.000208149225209	-0.00012732618537	-5.10784285587e-05	-0.000208149225209	-5.10784285587e-05
57	-0.00022594638238	1	-0.000126130421798	-0.000182583711279	-0.000125380497906	-6.94549319453e-05	-0.000145346690112	0	-0.000126130421798	-0.000201900926952	-0.000124975287588	-5.27618268782e-05	-0.000201900926952	-5.27618268782e-05
58	-0.000220208503754	1	-0.00012174168859	-0.000181245090531	-0.000121096845124	-6.16129804214e-05	-0.000151971802412	0	-0.00012174168859	-0.000195242080464	-0.000120976106966	-4.49512082373e-05	-0.000195242080464	-4.49512082373e-05
59	-0.000217051922596	1	-0.000118158368321	-0.00017936381549	-0.000117214907525	-5.72021772942e-05	-0.000150278938242	0	-0.000118158368321	-0.000189240402439	-0.000117537640619	-4.44857362165e-05	-0.000189240402439	-4.44857362165e-05
60	-0.000208678206234	1	-0.000113844795049	-0.000171742062103	-0.000113349760047	-5.34467782953e-05	-0.000140222835783	0	-0.000113844795049	-0.000188014407652	-0.000113297869556	-3.9540743153e-05	-0.000188014407652	-3.9540743153e-05
61	-0.000198147453604	1	-0.000110414228796	-0.000166806251857	-0.00010978757181	-4.61519991901e-05	-0.00013717678159	0	-0.000110414228796	-0.000181260247506	-0.000109874344876	-3.38318016575e-05	-0.000181260247506	-3.38318016575e-05
62	-0.000194550587063	1	-0.000109667245919	-0.000166058862483	-0.000109369679137	-4.64660839402e-05	-0.000144657051104	0	-0.000109667245919	-0.000181809593818	-0.000110034277295	-3.1669048275e-05	-0.000181809593818	-3.1669048275e-05
63	-0.000195445365748	1	-0.000110371342243	-0.000169627379662	-0.000109661058645	-5.18521314565e-05	-0.000142411554644	0	-0.000110371342243	-0.000181628219551	-0.000110659253337	-3.58211891029e-05	-0.000181628219551	-3.58211891029e-05
64	-0.000196227825344	1	-0.00011023119632	-0.000166868567027	-0.000109494479463	-5.29177458996e-05	-0.000144164870272	0	-0.00011023119632	-0.000183640897496	-0.000110560684696	-4.01024098821e-05	-0.000183640897496	-4.01024098821e-05
65	-0.000196276026768	1	-0.000107288617797	-0.000164162993174	-0.000106693642011	-5.06423742523e-05	-0.000122872983798	0	-0.000107288617797	-0.000183740249565	-0.000107313388752	-3.20381266204e-05	-0.000183740249565	-3.20381266204e-05
66	-0.000191217510957	1	-0.000101005184882	-0.000156999876744	-9.92978966672e-05	-4.43169012454e-05	-0.000120267482734	0	-0.000101005184882	-0.000178335703013	-0.000101685595535	-2.54270143309e-05	-0.000178335703013	-2.54270143309e-05
67	-0.000182817215946	1	-9.65688300702e-05	-0.000152553197099	-9.51945871086e-05	-4.03478091897e-05	-0.000114050914264	0	-9.65688300702e-05	-0.000170008127323	-9.81163132647e-05	-2.34791308115e-05	-0.000170008127323	-2.34791308115e-05
68	-0.000178333376221	1	-9.17334349964e-05	-0.000149065657264	-9.08926662735e-05	-3.74372861661e-05	-0.000118905436433	0	-9.17334349964e-05	-0.000165656828209	-9.30388567277e-05	-1.85783071445e-05	-0.000165656828209	-1.85783071445e-05
69	-0.000175485274943	1	-8.8398374114e-05	-0.000147095954061	-8.74487501239e-05	-3.42804814049e-05	-0.000116270828443	0	-8.8398374114e-05	-0.000164712725616	-8.97468546712e-05	-1.68791421419e-05	-0.000164712725616	-1.68791421419e-05
70	-0.000166034587066	1	-7.95210652171e-05	-0.000136828043776	-7.87924674668e-05	-2.883633018e-05	-0.000102620064065	0	-7.95210652171e-05	-0.000156594369688	-8.09380444763e-05	-6.58177027237e-06	-0.000156594369688	-6.58177027237e-06
71	-0.00016618752049	1	-7.64665980215e-05	-0.000130967353438	-7.50584577881e-05	-2.07877332595e-05	-9.41474605665e-05	0	-7.64665980215e-05	-0.00015209474893	-7.77325654557e-05	-5.37359972843e-06	-0.00015209474893	-5.37359972843e-06
72	-0.000160184135439	1	-7.16420933682e-05	-0.000127664693585	-7.01069518969e-05	-1.88683726276e-05	-9.4837791968e-05	0	-7.16420933682e-05	-0.000148713470765	-7.08633580238e-05	5.88785786594e-07	-0.000148713470765	5.88785786594e-07
73	-0.000151806200528	1	-6.4669394254e-05	-0.000116770341018	-6.33949970551e-05	-8.48872157548e-06	-8.09461070078e-05	0	-6.4669394254e-05	-0.000142733642556	-6.38669000414e-05	9.98640547022e-06	-0.000142733642556	9.98640547022e-06
74	-0.000145814398178	1	-6.20690223009e-05	-0.000118446325516	-6.1047583078e-05	-7.85988421303e-06	-6.76027771266e-05	0	-6.20690223009e-05	-0.000141299421034	-6.06569236494e-05	1.58014946057e-05	-0.000141299421034	1.58014946057e-05
75	-0.000141002867168	1	-6.01694890946e-05	-0.000122599747628	-5.93006504574e-05	-6.17772403626e-06	-4.74984619693e-05	0	-6.01694890946e-05	-0.00014106396986	-5.93809178585e-05	1.56185662896e-05	-0.00014106396986	1.56185662896e-05
76	-0.0001301967857	1	-5.66978373143e-05	-0.000112560420084	-5.60010879173e-05	-1.8056762776e-06	-4.54552005782e-05	0	-5.66978373143e-05	-0.000136727719954	-5.54717055294e-05	2.06399624355e-05	-0.000136727719954	2.06399624355e-05
77	-0.000123085987292	1	-5.06307426145e-05	-0.000104929551075	-4.99278556757e-05	4.7851085328e-06	-3.44906747681e-05	0	-5.06307426145e-05	-0.00013459725435	-4.97797255042e-05	2.53630047386e-05	-0.00013459725435	2.53630047386e-05
78	-0.000114054875319	1	-5.11750331052e-05	-0.000105203246541	-5.22888327065e-05	6.30118330193e-06	-3.46150565308e-05	0	-5.11750331052e-05	-0.000132124670861	-4.98499471903e-05	2.43075936289e-05	-0.000132124670861	2.43075936289e-05
79	-0.000113329986061	1	-4.54047483669e-05	-9.96867721365e-05	-4.59959105536e-05	1.39758217152e-05	-2.93015684224e-05	0	-4.54047483669e-05	-0.000127263901183	-4.4695874665e-05	3.14113016794e-05	-0.000127263901183	3.14113016794e-05
80	-0.000103761087228	1	-4.16346565035e-05	-9.54582878631e-05	-4.2337440948e-05	1.40884055601e-05	-2.90179893303e-05	0	-4.16346565035e-05	-0.000116911284387	-4.15644072374e-05	3.31338241698e-05	-0.000116911284387	3.31338241698e-05
81	-8.80789255957e-05	0	-3.41686110801e-05	-9.17359897614e-05	-3.3873922649e-05	2.13088251268e-05	-1.78786290953e-05	0	-3.41686110801e-05	-0.000114850054554	-3.44032771938e-05	5.08114488209e-05	-0.000114850054554	5.08114488209e-05
82	-8.37439171223e-05	0	-2.91281110729e-05	-8.8396059892e-05	-2.97903975819e-05	2.75609287137e-05	-2.64732538035e-05	0	-2.91281110729e-05	-0.000108864643153	-2.85880336432e-05	5.82312400181e-05	-0.000108864643153	5.82312400181e-05
83	-6.94870864141e-05	0	-1.94105655821e-05	-7.47345538088e-05	-2.041558318e-05	3.62210458265e-05	-1.53265942644e-05	0	-1.94105655821e-05	-9.61134016326e-05	-1.94581861119e-05	6.34848972209e-05	-9.61134016326e-05	6.34848972209e-05
84	-6.30060753261e-05	0	-1.69245680276e-05	-7.42033954734e-05	-1.75743105699e-05	4.49097371127e-05	-1.09295131043e-05	0	-1.69245680276e-05	-9.71841063546e-05	-1.56360900213e-05	6.5296320925e-05	-9.71841063546e-05	6.5296320925e-05
85	-6.43244384362e-05	0	-1.23600877742e-05	-7.00358979945e-05	-1.31952186523e-05	4.67499485741e-05	-1.15615671012e-05	0	-1.23600877742e-05	-9.75892897269e-05	-1.05320498549e-05	7.11331368385e-05	-9.75892897269e-05	7.11331368385e-05
86	-5.52935433543e-05	0	-7.95554090173e-06	-6.72341563291e-05	-8.18193852352e-06	5.50397265554e-05	-8.19501673982e-06	0	-7.95554090173e-06	-8.92964728043e-05	-6.05788050937e-06	7.1376972391e-05	-8.92964728043e-05	7.1376972391e-05
87	-5.74944219858e-05	0	-1.11015803002e-06	-5.95552619766e-05	-1.26993087176e-06	6.09863657234e-05	-5.88484889529e-06	0	-1.11015803002e-06	-8.00320490082e-05	1.02806642129e-06	8.38389671775e-05	-8.00320490082e-05	8.38389671775e-05
88	-4.91686715932e-05	0	1.47074088781e-06	-5.29007445009e-05	1.50073145932e-06	6.36756231233e-05	-1.5082482342e-06	0	1.47074088781e-06	-8.28649569825e-05	4.06663942374e-06	7.81011049371e-05	-8.28649569825e-05	7.81011049371e-05
89	-4.49661503725e-05	0	1.04921048742e-06	-5.36457472591e-05	8.47557743146e-07	6.13767700565e-05	-7.98374589928e-06	0	1.04921048742e-06	-7.79628451658e-05	2.96419483445e-06	8.33827579529e-05	-7.79628451658e-05	8.33827579529e-05
90	-4.39236420126e-05	0	-3.42781291491e-06	-5.9269394136e-05	-3.13648258919e-06	5.45087383024e-05	-1.82955267282e-05	0	-3.42781291491e-06	-8.14705409531e-05	-9.94923294567e-07	7.29227079562e-05	-8.14705409531e-05	7.29227079562e-05
91	-4.1563898566e-05	0	-2.43659657499e-06	-5.91689981804e-05	-2.39598012405e-06	5.59038947841e-05	-1.81039220267e-05	0	-2.43659657499e-06	-8.62900495401e-05	-2.91823235594e-07	7.78972304807e-05	-8.62900495401e-05	7.78972304807e-05
92	-4.17811471807e-05	0	-7.31835151407e-07	-5.62793334856e-05	-2.92052410987e-07	5.66913875103e-05	2.53036726988e-06	0	-7.31835151407e-07	-7.78270346816e-05	1.79154371786e-06	7.96744716904e-05	-7.78270346816e-05	7.96744716904e-05
93	-4.64535727764e-05	0	3.11870930527e-06	-5.18401320812e-05	3.4248344198e-06	6.13271700703e-05	-5.3675723777e-06	0	3.11870930527e-06	-7.09308906849e-05	4.76991327749e-06	7.84721400115e-05	-7.09308906849e-05	7.84721400115e-05
94	-3.59528272586e-05	0	7.70217163692e-06	-4.85067779043e-05	7.86572241474e-06	6.55468239947e-05	8.35652521678e-06	0	7.70217163692e-06	-7.10525526261e-05	9.15259869467e-06	9.08784427951e-05	-7.10525526261e-05	9.08784427951e-05
95	-3.42236139856e-05	0	1.10641872399e-05	-4.32447514822e-05	1.13719441256e-05	6.56153691804e-05	2.67125244263e-05	0	1.10641872399e-05	-6.98596904813e-05	1.24188550336e-05	9.90566561967e-05	-6.98596904813e-05	9.90566561967e-05
96	-3.58224594446e-05	0	1.00982706229e-05	-4.8433692733e-05	1.00700981457e-05	6.68369982704e-05	3.18084189564e-05	0	1.00982706229e-05	-6.46842618409e-05	1.10565159393e-05	9.4850161295e-05	-6.46842618409e-05	9.4850161295e-05
97	-3.86528897921e-05	0	1.08988944201e-05	-4.8910126393e-05	1.07947864889e-05	6.84148001097e-05	3.87360324207e-05	0	1.08988944201e-05	-6.39506701715e-05	1.27847606171e-05	9.92960007322e-05	-6.39506701715e-05	9.92960007322e-05
98	-4.15132784004e-05	0	1.12351605477e-05	-4.86260887155e-05	1.14377004181e-05	7.04821871761e-05	3.67841083542e-05	0	1.12351605477e-05	-6.70286224226e-05	1.40063904279e-05	9.64209261267e-05	-6.70286224226e-05	9.64209261267e-05
99	-4.01219595017e-05	0	1.26995688907e-05	-4.7424636139e-05	1.27369111534e-05	7.39357854011e-05	4.58057614863e-05	0	1.26995688907e-05	-6.87042639362e-05	1.53930223169e-05	0.000102068836447	-6.87042639362e-05	0.000102068836447
100	-4.78980872997e-05	0	1.3381657879e-05	-5.04689623653e-05	1.36229218492e-05	7.60208791814e-05	4.57656998362e-05	0	1.3381657879e-05	-6.72896267636e-05	1.5273727828e-05	0.000108865515166	-6.72896267636e-05	0.000108865515166
101	-5.23206517659e-05	1	1.47062041464e-05	-4.33082644874e-05	1.53143484136e-05	7.76751360313e-05	5.95786015432e-05	0	1.47062041464e-05	-6.41295769676e-05	1.69414480817e-05	0.000107133023256	-6.41295769676e-05	0.000107133023256
102	-6.04295831335e-05	1	1.59372921687e-05	-3.98742260776e-05	1.62864981942e-05	8.05493843579e-05	6.18435188268e-05	0	1.59372921687e-05	-6.78725056599e-05	1.81972045806e-05	0.000106614449651	-6.78725056599e-05	0.000106614449651
103	-6.03649664585e-05	1	1.71163445718e-05	-3.84064444003e-05	1.75778933419e-05	8.02032006591e-05	6.92734775784e-05	0	1.71163445718e-05	-6.9209910719e-05	1.81524895181e-05	0.000106903013104	-6.9209910719e-05	0.000106903013104
104	-6.43971590679e-05	1	1.8083418373e-05	-3.72712740198e-05	1.90991106591e-05	8.31624780247e-05	6.98397808924e-05	0	1.8083418373e-05	-6.58640342484e-05	1.97649154826e-05	0.000106719430484	-6.58640342484e-05	0.000106719430484
105	-6.27259159299e-05	1	2.48451425502e-05	-3.25079768534e-05	2.54551294588e-05	8.95166401183e-05	7.81799238993e-05	0	2.48451425502e-05	-5.8601405094e-05	2.64193330439e-05	0.000118303775162	-5.8601405094e-05	0.000118303775162
106	-6.17338739038e-05	1	2.36587809953e-05	-3.8062971183e-05	2.40130493922e-05	8.66478874522e-05	8.49383567515e-05	0	2.36587809953e-05	-6.21151079252e-05	2.57976308295e-05	0.000120085560357	-6.21151079252e-05	0.000120085560357
107	-5.9986588491e-05	1	2.31000659851e-05	-3.77940155015e-05	2.36756913036e-05	8.51630216562e-05	8.80544352987e-05	0	2.31000659851e-05	-5.93546541158e-05	2.50459972335e-05	0.000110819701372	-5.93546541158e-05	0.000110819701372
108	-5.40170479456e-05	1	2.35879067945e-05	-3.75025853696e-05	2.37380067418e-05	8.67839734436e-05	8.51392146596e-05	0	2.35879067945e-05	-5.68738062806e-05	2.52494385939e-05	0.000111082849821	-5.68738062806e-05	0.000111082849821
109	-5.1532007874e-05	1	2.4631686462e-05	-3.79600690199e-05	2.53195173227e-05	8.58383383921e-05	7.87408628694e-05	0	2.4631686462e-05	-5.21497019189e-05	2.63382684153e-05	0.000116813986277	-5.21497019189e-05	0.000116813986277
110	-5.43165214093e-05	1	2.63155532587e-05	-3.70931402677e-05	2.70300142884e-05	8.91315861409e-05	8.20070617405e-05	0	2.63155532587e-05	-5.13426082441e-05	2.82552012925e-05	0.000120481632528	-5.13426082441e-05	0.000120481632528
111	-5.6020779439e-05	1	3.07137635977e-05	-2.94015563544e-05	3.17477654042e-05	9.37712014962e-05	9.39980776449e-05	0	3.07137635977e-05	-4.48565237322e-05	3.27707641121e-05	0.00012389416618	-4.48565237322e-05	0.00012389416618
112	-6.02783841898e-05	1	3.03841197495e-05	-2.54695296996e-05	3.15413250857e-05	8.99521700237e-05	9.86256520372e-05	0	3.03841197495e-05	-3.99264126519e-05	3.17522785671e-05	0.000123923562839	-3.99264126519e-05	0.000123923562839
113	-6.23175076159e-05	1	3.09504870114e-05	-2.3713083933e-05	3.16845724623e-05	9.26216666209e-05	0.000102883526232	0	3.09504870114e-05	-4.37628341449e-05	3.22950513948e-05	0.000122418483639	-4.37628341449e-05	0.000122418483639
