position	real data_incl	significant_incl	real native se_incl	0.005%_incl	mean_incl	0.995%_incl	real data_excl	significant_excl	real native se_excl	0.005%_excl	mean_excl	0.995%_excl	min	max
16	-0.000207201361037	0	-0.000177366624127	-0.000351136638235	-0.000178404337595	-1.48744484105e-05	-0.000361949509672	1	-0.000177366624127	-0.0003212493745	-0.000176971274694	-3.94079980702e-05	-0.000351136638235	-1.48744484105e-05
17	-0.000206502584592	0	-0.000175565572406	-0.000346309213526	-0.000175338658373	-1.13676926106e-05	-0.000364483494783	1	-0.000175565572406	-0.000324560053636	-0.000176311428934	-3.72867590335e-05	-0.000346309213526	-1.13676926106e-05
18	-0.000218466868947	0	-0.000180562969286	-0.000354265887292	-0.000180368222613	-2.2543148223e-05	-0.000356353698504	1	-0.000180562969286	-0.000328252288395	-0.000180931968661	-3.75546432538e-05	-0.000354265887292	-2.2543148223e-05
19	-0.000212753863202	0	-0.0001808473339	-0.000348816418712	-0.000180221842933	-2.10326404023e-05	-0.000365588416436	1	-0.0001808473339	-0.000332779651034	-0.000182554096232	-3.07612259167e-05	-0.000348816418712	-2.10326404023e-05
20	-0.000223575641015	0	-0.000179786233778	-0.000352655770981	-0.000178752344301	-1.78982982477e-05	-0.000349078689066	1	-0.000179786233778	-0.000336949905015	-0.000181147505287	-2.88004485162e-05	-0.000352655770981	-1.78982982477e-05
21	-0.000221665884087	0	-0.000177588376237	-0.000355588168165	-0.000177854814453	-1.45346880182e-05	-0.000362084034321	1	-0.000177588376237	-0.000335027759311	-0.000180367243181	-3.78737629828e-05	-0.000355588168165	-1.45346880182e-05
22	-0.000201877203931	0	-0.000175433888459	-0.000353605932681	-0.000174621211849	-2.17986379353e-05	-0.000364175637163	1	-0.000175433888459	-0.000333560067725	-0.000176546681057	-3.51926946652e-05	-0.000353605932681	-2.17986379353e-05
23	-0.000184675488174	0	-0.000174403277014	-0.000342015600299	-0.000173610195985	-2.20842344429e-05	-0.000356677672575	1	-0.000174403277014	-0.000328457788562	-0.000175566138353	-1.64999788228e-05	-0.000342015600299	-1.64999788228e-05
24	-0.000212276990708	0	-0.000171912115004	-0.000335674526844	-0.000172656248445	-2.12907983189e-05	-0.000351156083478	1	-0.000171912115004	-0.000326569796824	-0.000173055232756	-2.71281312138e-05	-0.000335674526844	-2.12907983189e-05
25	-0.000206050933764	0	-0.000168066465035	-0.000330569795444	-0.000167459877234	-1.58616059643e-05	-0.000357815873561	1	-0.000168066465035	-0.000321049884873	-0.000169225705757	-2.92942753059e-05	-0.000330569795444	-1.58616059643e-05
26	-0.000204405840595	0	-0.000171389201923	-0.000337775755333	-0.000171513260017	-1.68914013263e-05	-0.000343672825872	1	-0.000171389201923	-0.000326918036856	-0.000172705852227	-3.18002316872e-05	-0.000337775755333	-1.68914013263e-05
27	-0.000217853843215	0	-0.000171182480952	-0.000334947573911	-0.000171600950352	-2.32008186405e-05	-0.000346996174383	1	-0.000171182480952	-0.000325616659788	-0.000172841275636	-2.05484925719e-05	-0.000334947573911	-2.05484925719e-05
28	-0.000213439077044	0	-0.000170916447519	-0.000337664709269	-0.00017031273105	-2.0092156784e-05	-0.000337580553687	1	-0.000170916447519	-0.000323257657202	-0.000173767080257	-2.22743884836e-05	-0.000337664709269	-2.0092156784e-05
29	-0.00021423304249	0	-0.000168523329156	-0.000337860762241	-0.000167777039062	-2.11536725263e-05	-0.000318632816986	0	-0.000168523329156	-0.000327373685045	-0.000168891628856	-2.56197630905e-05	-0.000337860762241	-2.11536725263e-05
30	-0.000197946996573	0	-0.000172017199653	-0.000335993582604	-0.000172159948818	-2.36532165315e-05	-0.000315116317925	0	-0.000172017199653	-0.000329685538804	-0.000173612375457	-3.76492627993e-05	-0.000335993582604	-2.36532165315e-05
31	-0.000184465132984	0	-0.000171969732592	-0.000335454811453	-0.000170807926557	-1.87507276344e-05	-0.000327215926837	1	-0.000171969732592	-0.000321646308036	-0.000175266989914	-4.00587463242e-05	-0.000335454811453	-1.87507276344e-05
32	-0.000198265173346	0	-0.000173020902228	-0.000343412941087	-0.000172389116835	-1.88632821434e-05	-0.00033137625997	1	-0.000173020902228	-0.000319285627182	-0.000175115714736	-4.30160948206e-05	-0.000343412941087	-1.88632821434e-05
33	-0.000203337637137	0	-0.000167022151126	-0.000329393879067	-0.000168184796756	-9.18953736343e-06	-0.000338625858123	1	-0.000167022151126	-0.000321287274908	-0.000171074090486	-4.19230631446e-05	-0.000329393879067	-9.18953736343e-06
34	-0.000197165013552	0	-0.000164484445971	-0.000327112305542	-0.000164824920458	-5.42826915359e-07	-0.000351721756486	1	-0.000164484445971	-0.000314697973563	-0.000169131177924	-2.93426121458e-05	-0.000327112305542	-5.42826915359e-07
35	-0.000209969261267	0	-0.000166293671525	-0.000330051261126	-0.000168113641004	1.00330104711e-06	-0.00035242875058	1	-0.000166293671525	-0.000313952430821	-0.000170356762105	-2.65765682702e-05	-0.000330051261126	1.00330104711e-06
36	-0.000203955308547	0	-0.000168950824241	-0.000326410533048	-0.000172131117618	-4.47391880214e-06	-0.000345673707495	1	-0.000168950824241	-0.00031905294092	-0.000172525981936	-3.73455524703e-05	-0.000326410533048	-4.47391880214e-06
37	-0.000205549336179	0	-0.000165646073968	-0.000329877340694	-0.00016798902994	-8.91043288848e-06	-0.000357947393139	1	-0.000165646073968	-0.000315519608084	-0.000168375325044	-2.9382395082e-05	-0.000329877340694	-8.91043288848e-06
38	-0.000201233119196	0	-0.000166524179453	-0.000322126117564	-0.000168230640544	-1.79232252037e-05	-0.000361692712983	1	-0.000166524179453	-0.00031668532635	-0.0001679159468	-3.03101850679e-05	-0.000322126117564	-1.79232252037e-05
39	-0.000197425994501	0	-0.000169342338326	-0.00033301433431	-0.000171147487997	-1.23457526505e-05	-0.000371852438396	1	-0.000169342338326	-0.0003224694914	-0.000172269180546	-2.96773908232e-05	-0.00033301433431	-1.23457526505e-05
40	-0.000200013829521	0	-0.000170097857416	-0.000330540742309	-0.000171990860463	-6.36583695753e-06	-0.000361413316991	1	-0.000170097857416	-0.000315516213529	-0.000172841044522	-2.97116956107e-05	-0.000330540742309	-6.36583695753e-06
41	-0.000215304946457	0	-0.000174143884993	-0.00033950371418	-0.000176123075309	-1.76386250301e-05	-0.000366493910455	1	-0.000174143884993	-0.000317438455576	-0.00017787534681	-4.02324793007e-05	-0.00033950371418	-1.76386250301e-05
42	-0.000217568378194	0	-0.00017430911819	-0.000334831201387	-0.000175010604226	-1.29248623427e-05	-0.0003567468759	1	-0.00017430911819	-0.000324932490901	-0.000175115546252	-4.02394324856e-05	-0.000334831201387	-1.29248623427e-05
43	-0.000229571539922	0	-0.000180311601015	-0.000335103896041	-0.000183160932526	-2.69614218708e-05	-0.000353421580038	1	-0.000180311601015	-0.00032685838255	-0.000184775374076	-5.23801105242e-05	-0.000335103896041	-2.69614218708e-05
44	-0.000223715430904	0	-0.000179987951618	-0.000347262340431	-0.000182095815031	-2.4432555624e-05	-0.000337396688569	1	-0.000179987951618	-0.000335435005407	-0.000182753478321	-4.56534852398e-05	-0.000347262340431	-2.4432555624e-05
45	-0.000231201055694	0	-0.00018583827632	-0.000348696318736	-0.000187686079942	-2.60245459168e-05	-0.000322453584052	0	-0.00018583827632	-0.000332023208264	-0.000189606018073	-5.71967969734e-05	-0.000348696318736	-2.60245459168e-05
46	-0.000220691794115	0	-0.000185267624523	-0.000342290963072	-0.000186537882096	-2.64210925227e-05	-0.000326642953619	0	-0.000185267624523	-0.000328412735217	-0.000189472795203	-5.33755269497e-05	-0.000342290963072	-2.64210925227e-05
47	-0.000201974965416	0	-0.000178642501834	-0.000332653421822	-0.000180151666323	-3.00019140889e-05	-0.000322297386218	1	-0.000178642501834	-0.000318388016337	-0.000183132866986	-4.96849408608e-05	-0.000332653421822	-3.00019140889e-05
48	-0.000194759415399	0	-0.000177851227587	-0.000324872574757	-0.000177020747571	-2.89469423677e-05	-0.000321326077371	1	-0.000177851227587	-0.000313362494581	-0.000181570298974	-4.81289883186e-05	-0.000324872574757	-2.89469423677e-05
49	-0.000194435992901	0	-0.000168350463021	-0.00031300412152	-0.000168623583675	-2.25006125152e-05	-0.000319016024053	1	-0.000168350463021	-0.0003046106369	-0.00017178732929	-4.54806736407e-05	-0.00031300412152	-2.25006125152e-05
50	-0.000104335083941	0	-8.31951718297e-05	-0.000181617593378	-8.43029804994e-05	8.9031271454e-06	-0.000201238290235	1	-8.31951718297e-05	-0.000171735275763	-8.35192624818e-05	-8.63563463602e-07	-0.000181617593378	8.9031271454e-06
51	-9.83714293883e-05	0	-8.02164650835e-05	-0.00017904766356	-8.18868679781e-05	7.67453209469e-06	-0.000201413300499	1	-8.02164650835e-05	-0.000171346847397	-8.06585925891e-05	-2.97336998613e-07	-0.00017904766356	7.67453209469e-06
52	-8.44741692007e-05	0	-7.22151862418e-05	-0.000173017974041	-7.18371259585e-05	1.38549559498e-05	-0.000195158036363	1	-7.22151862418e-05	-0.000151914687827	-7.26963291835e-05	4.30124095804e-06	-0.000173017974041	1.38549559498e-05
53	-8.03997216936e-05	0	-7.37639425808e-05	-0.000172540708146	-7.42508273455e-05	1.28568584261e-05	-0.000196368085117	1	-7.37639425808e-05	-0.000151636638034	-7.30982031059e-05	4.47190827947e-06	-0.000172540708146	1.28568584261e-05
54	-8.27711782461e-05	0	-7.26221654051e-05	-0.000167820137855	-7.2220095592e-05	1.60082341082e-05	-0.000198900252311	1	-7.26221654051e-05	-0.000153583453531	-7.20814923751e-05	3.41132620479e-06	-0.000167820137855	1.60082341082e-05
55	-7.66975912384e-05	0	-6.80104475694e-05	-0.000165490913112	-6.75391763456e-05	1.58867198291e-05	-0.000185193223033	1	-6.80104475694e-05	-0.000147433518525	-6.79650051315e-05	9.23492614097e-06	-0.000165490913112	1.58867198291e-05
56	-6.92028088243e-05	0	-6.4901903858e-05	-0.000162824201953	-6.54416398538e-05	2.88179261801e-05	-0.000181600238505	1	-6.4901903858e-05	-0.000146752303333	-6.44555038417e-05	1.33433090236e-05	-0.000162824201953	2.88179261801e-05
57	-6.40832305565e-05	0	-6.01500353239e-05	-0.000160951317869	-6.13594843011e-05	3.22339028452e-05	-0.00018212318214	1	-6.01500353239e-05	-0.000141286480928	-5.95725027899e-05	1.9564967212e-05	-0.000160951317869	3.22339028452e-05
58	-5.60248873865e-05	0	-5.60910167611e-05	-0.00015265059425	-5.76970101866e-05	3.89165516352e-05	-0.000168015074819	1	-5.60910167611e-05	-0.000140256357243	-5.58763826567e-05	2.18721381887e-05	-0.00015265059425	3.89165516352e-05
59	-5.41868732228e-05	0	-5.10114302432e-05	-0.000145546317909	-5.2852535772e-05	4.61511364301e-05	-0.000160503759705	1	-5.10114302432e-05	-0.000133869259494	-5.08668313858e-05	3.32182291098e-05	-0.000145546317909	4.61511364301e-05
60	-5.51515845283e-05	0	-4.66986598443e-05	-0.000141432526019	-4.78258420616e-05	5.00648723777e-05	-0.000154892086214	1	-4.66986598443e-05	-0.00013124029219	-4.55604674588e-05	3.74337346193e-05	-0.000141432526019	5.00648723777e-05
61	-4.25334340894e-05	0	-3.98729765634e-05	-0.00013549691086	-4.0073913953e-05	6.04603730462e-05	-0.000147330218002	1	-3.98729765634e-05	-0.00012782508496	-3.76027870516e-05	5.68300699885e-05	-0.00013549691086	6.04603730462e-05
62	-4.43507443677e-05	0	-2.87381269218e-05	-0.000121589673472	-3.05214757813e-05	7.30759330905e-05	-0.000130748908918	1	-2.87381269218e-05	-0.00011366198582	-2.62356079275e-05	7.4460471434e-05	-0.000121589673472	7.4460471434e-05
63	-3.36206758319e-05	0	-2.38743529982e-05	-0.000114001244372	-2.51775994964e-05	8.25727564471e-05	-0.000110980073758	1	-2.38743529982e-05	-0.000110763387543	-2.08840315488e-05	7.74809648557e-05	-0.000114001244372	8.25727564471e-05
64	-3.23898354171e-05	0	-1.67418940649e-05	-0.000112841859467	-1.65232136441e-05	9.4866263619e-05	-0.000113081253551	1	-1.67418940649e-05	-0.000107455057016	-1.35345874876e-05	8.22441663597e-05	-0.000112841859467	9.4866263619e-05
65	-3.32925523029e-05	0	-9.59078420958e-06	-0.000110428365119	-1.00539067289e-05	0.000102915923248	-0.000105600986509	1	-9.59078420958e-06	-9.71192353534e-05	-6.51976720886e-06	9.09259350384e-05	-0.000110428365119	0.000102915923248
66	-3.92058912734e-05	0	-5.17471385963e-06	-0.00010827369283	-4.68352743594e-06	0.000103655532323	-7.89754168929e-05	0	-5.17471385963e-06	-9.34982147925e-05	-2.1943740708e-06	9.23243200247e-05	-0.00010827369283	0.000103655532323
67	-3.27355655615e-05	0	-3.21415292613e-06	-0.000106733068218	-3.77037607165e-06	0.000113714207251	-7.60147791438e-05	0	-3.21415292613e-06	-9.37180892737e-05	9.61102028399e-08	9.65775438383e-05	-0.000106733068218	0.000113714207251
68	-1.99957757722e-05	0	-1.84768293825e-06	-0.000104202584454	-1.82341973636e-06	0.000112347054929	-7.33209264998e-05	0	-1.84768293825e-06	-9.13347447835e-05	3.33713922766e-06	0.000103842768338	-0.000104202584454	0.000112347054929
69	-1.447413664e-05	0	1.00768211915e-05	-9.34808217321e-05	9.90734555395e-06	0.000125272186269	-6.34902448397e-05	0	1.00768211915e-05	-8.2538065587e-05	1.52252761031e-05	0.000119009572931	-9.34808217321e-05	0.000125272186269
70	-9.54212489982e-06	0	1.58841270655e-05	-8.33813061819e-05	1.70903524759e-05	0.000129306657655	-4.78193654572e-05	0	1.58841270655e-05	-7.85532327605e-05	2.12177580287e-05	0.000117187290552	-8.33813061819e-05	0.000129306657655
71	9.43370072396e-06	0	2.4930831402e-05	-7.75160107888e-05	2.59350839239e-05	0.000142970918024	-5.08958496278e-05	0	2.4930831402e-05	-6.72548868774e-05	2.87330611054e-05	0.000136692053059	-7.75160107888e-05	0.000142970918024
72	1.45449669718e-05	0	2.90344468225e-05	-7.35137606168e-05	3.07551715137e-05	0.000142140050871	-4.62125785679e-05	0	2.90344468225e-05	-6.41359165617e-05	3.29990763314e-05	0.000138065741589	-7.35137606168e-05	0.000142140050871
73	-4.0095254697e-07	0	3.0804946308e-05	-6.82654350854e-05	3.44119985342e-05	0.000143791832313	-2.84145020507e-05	0	3.0804946308e-05	-6.10174644931e-05	3.54198448568e-05	0.000144082700818	-6.82654350854e-05	0.000144082700818
74	1.36826559915e-05	0	3.71286235367e-05	-6.11374959807e-05	4.0652969435e-05	0.000158010139797	-3.51564251873e-05	0	3.71286235367e-05	-5.48326373588e-05	4.17249766934e-05	0.000149268274993	-6.11374959807e-05	0.000158010139797
75	1.6221427108e-05	0	4.46649269614e-05	-5.32947676985e-05	4.95572544507e-05	0.000171019658507	-2.99007212615e-05	0	4.46649269614e-05	-5.02601385543e-05	4.97530807368e-05	0.000163767811107	-5.32947676985e-05	0.000171019658507
76	2.29025781944e-05	0	5.13609095958e-05	-5.18179811718e-05	5.47515086434e-05	0.000174623885032	-1.67672119152e-05	0	5.13609095958e-05	-4.87120600616e-05	5.59548596539e-05	0.000171680316537	-5.18179811718e-05	0.000174623885032
77	3.42151611969e-05	0	6.04943694108e-05	-4.65655952332e-05	6.4117938617e-05	0.000186058088569	-1.01279838684e-05	0	6.04943694108e-05	-3.93619045755e-05	6.59289839667e-05	0.000178582218982	-4.65655952332e-05	0.000186058088569
78	4.38727233745e-05	0	6.39165062491e-05	-4.42066085364e-05	6.65589913455e-05	0.000195459063301	-5.8673109342e-06	0	6.39165062491e-05	-3.66390445204e-05	6.95856270045e-05	0.000178279420245	-4.42066085364e-05	0.000195459063301
79	6.2850842834e-05	0	7.04183831123e-05	-3.9935154206e-05	7.40616380624e-05	0.00020658116559	8.38230101568e-07	0	7.04183831123e-05	-3.28964160835e-05	7.60557684518e-05	0.000190008243976	-3.9935154206e-05	0.00020658116559
80	6.81045247613e-05	0	7.85342570594e-05	-2.53623309992e-05	8.25039462516e-05	0.000217950827643	1.42111727993e-05	0	7.85342570594e-05	-2.30698550289e-05	8.33542084401e-05	0.000195695391881	-2.53623309992e-05	0.000217950827643
81	6.08575430622e-05	0	8.46576257445e-05	-2.36976835209e-05	8.86258168416e-05	0.000233012157832	3.37553759418e-06	0	8.46576257445e-05	-1.55751503926e-05	8.87408245989e-05	0.000213553402856	-2.36976835209e-05	0.000233012157832
82	5.9075005399e-05	0	8.92074839542e-05	-2.04301676822e-05	9.4180417415e-05	0.000248682004178	1.2641419983e-05	0	8.92074839542e-05	-1.00941509175e-05	9.34991859692e-05	0.000216993623982	-2.04301676822e-05	0.000248682004178
83	5.31347855617e-05	0	9.55663700575e-05	-1.45191230898e-05	0.000101097115894	0.000247690498896	2.12154726507e-05	0	9.55663700575e-05	-6.60080396001e-06	0.000100316636713	0.000225417303378	-1.45191230898e-05	0.000247690498896
84	5.39010767987e-05	0	0.000101378382289	-1.44020836734e-05	0.000107864383401	0.000258408626467	3.87660118292e-05	0	0.000101378382289	5.762937469e-06	0.000105430531461	0.00023706257871	-1.44020836734e-05	0.000258408626467
85	4.28839039563e-05	0	0.00010398020147	-9.04982420326e-06	0.000111358688401	0.00026437628696	3.1476970729e-05	0	0.00010398020147	9.71459601489e-06	0.000109335814289	0.000235714139767	-9.04982420326e-06	0.00026437628696
86	3.30650121301e-05	0	0.00010574652757	-1.01173067438e-05	0.000113076881167	0.000269566986611	3.81615222436e-05	0	0.00010574652757	1.66787006669e-05	0.000111954200579	0.00023590721715	-1.01173067438e-05	0.000269566986611
87	5.30699630494e-05	0	0.000110291158187	-7.53852215023e-06	0.000117330722018	0.000278842826116	3.56530700157e-05	0	0.000110291158187	1.96215128584e-05	0.00011711226601	0.000239232921143	-7.53852215023e-06	0.000278842826116
88	8.47352764571e-05	0	0.000116534836774	8.73720066697e-06	0.000123210957458	0.00028155501617	3.95587845729e-05	0	0.000116534836774	2.40864167207e-05	0.000122492736505	0.00024057334664	8.73720066697e-06	0.00028155501617
89	0.000100391438374	0	0.000124641303896	1.04873319535e-05	0.000131252479673	0.000289763312859	4.23090980881e-05	0	0.000124641303896	2.74919306629e-05	0.000131206022548	0.000253695394248	1.04873319535e-05	0.000289763312859
90	9.05784737176e-05	0	0.000127835471706	6.27275052493e-06	0.000133067725051	0.000296723510927	5.0937774946e-05	0	0.000127835471706	3.09082393101e-05	0.000134721586729	0.000257388961147	6.27275052493e-06	0.000296723510927
91	9.80042848529e-05	0	0.000129430142673	3.91744374653e-06	0.00013592544813	0.000314898787897	6.40913897061e-05	0	0.000129430142673	2.58921767337e-05	0.000135346943865	0.000260452112852	3.91744374653e-06	0.000314898787897
92	9.77905672498e-05	0	0.000135214174895	1.05664387389e-05	0.000141088430736	0.000319371913254	7.09712873743e-05	0	0.000135214174895	3.42395940996e-05	0.000141648231764	0.000269383242446	1.05664387389e-05	0.000319371913254
93	9.68593397577e-05	0	0.000136112615942	1.6256366794e-05	0.00014184861346	0.000305938926593	7.51934986749e-05	0	0.000136112615942	3.11006488507e-05	0.000143009795453	0.000270204114801	1.6256366794e-05	0.000305938926593
94	9.70758944865e-05	0	0.000133923450836	1.762452582e-05	0.000140661826532	0.00031604514111	8.56443950995e-05	0	0.000133923450836	3.14870267901e-05	0.00014157063347	0.000269306800145	1.762452582e-05	0.00031604514111
95	9.71506607486e-05	0	0.000139968802311	1.93080633388e-05	0.000147502679607	0.000327018366082	7.6121633358e-05	0	0.000139968802311	2.91208252918e-05	0.000145670927536	0.000275553554909	1.93080633388e-05	0.000327018366082
96	9.43928532947e-05	0	0.000143287032437	2.97691827513e-05	0.000152254301684	0.000316126337068	8.5416607162e-05	0	0.000143287032437	3.38340966784e-05	0.000149765851432	0.000280795049779	2.97691827513e-05	0.000316126337068
97	7.76190580865e-05	0	0.000145111569588	2.95402200579e-05	0.0001536507904	0.000321711119015	8.63396440651e-05	0	0.000145111569588	3.43510448756e-05	0.000150825323768	0.000285699227693	2.95402200579e-05	0.000321711119015
98	7.19136585619e-05	0	0.000145603392674	2.73366304622e-05	0.000152919955162	0.000317503951242	9.59242634031e-05	0	0.000145603392674	3.83274739779e-05	0.000151949938661	0.000283603769617	2.73366304622e-05	0.000317503951242
99	6.62881768706e-05	0	0.000145969324847	2.77591248447e-05	0.000155980046644	0.000333697110573	8.77182402164e-05	0	0.000145969324847	3.69416673195e-05	0.000153220685974	0.000290405108824	2.77591248447e-05	0.000333697110573
100	6.57870338695e-05	0	0.000145315828255	2.80079537278e-05	0.000154494189268	0.000328877937367	8.23201069292e-05	0	0.000145315828255	3.22176963325e-05	0.000153467848505	0.000282041851332	2.80079537278e-05	0.000328877937367
101	6.43480650362e-05	0	0.000143472612069	3.55063522007e-05	0.000152045824228	0.000316536242524	6.46295737227e-05	0	0.000143472612069	3.19474659682e-05	0.000150996767785	0.000281743562636	3.19474659682e-05	0.000316536242524
102	6.07557790485e-05	0	0.000143780135373	3.25430124389e-05	0.000153836576882	0.000318344876371	5.92608399028e-05	0	0.000143780135373	3.71187406554e-05	0.000151712314609	0.000282094015343	3.25430124389e-05	0.000318344876371
103	6.26363166288e-05	0	0.000144718439587	3.39712838344e-05	0.000154556674942	0.000321018407206	6.30958377766e-05	0	0.000144718439587	3.28832567475e-05	0.000151090498318	0.000280444756922	3.28832567475e-05	0.000321018407206
104	7.25762709035e-05	0	0.000144164077205	3.3578345533e-05	0.000154299152732	0.000321757349412	5.82137154059e-05	0	0.000144164077205	3.61828147901e-05	0.000150854097915	0.000281579301955	3.3578345533e-05	0.000321757349412
105	8.58159751984e-05	0	0.000143729210748	3.52432343686e-05	0.000154425495968	0.000319235859301	4.17851643917e-05	0	0.000143729210748	3.56877903901e-05	0.00014914167382	0.000281935509986	3.52432343686e-05	0.000319235859301
106	8.11838701444e-05	0	0.000142624174572	2.90759185396e-05	0.000152409219388	0.000325416359183	4.30135541954e-05	0	0.000142624174572	3.98337908598e-05	0.00014829665521	0.000282026687807	2.90759185396e-05	0.000325416359183
107	7.83172194759e-05	0	0.000141432921909	2.81711748841e-05	0.000152036300397	0.000317900471567	4.75883352763e-05	0	0.000141432921909	3.77289431026e-05	0.000145169275922	0.000280717532665	2.81711748841e-05	0.000317900471567
108	6.02762516127e-05	0	0.000138888916125	2.82278308847e-05	0.000149271170017	0.000308761796708	3.87372311557e-05	0	0.000138888916125	3.64776484359e-05	0.000144380856875	0.000279436153544	2.82278308847e-05	0.000308761796708
109	6.76953799366e-05	0	0.000138672457796	2.89276989275e-05	0.000148365416471	0.000307531580262	3.3251189544e-05	0	0.000138672457796	3.31600379175e-05	0.000143494094541	0.000283311361636	2.89276989275e-05	0.000307531580262
110	7.94946224831e-05	0	0.000135916298036	2.87515431035e-05	0.000146374846115	0.000306611909204	2.49549099914e-05	1	0.000135916298036	3.06662992362e-05	0.000140031352475	0.000280339237624	2.87515431035e-05	0.000306611909204
111	6.57003642007e-05	0	0.000135277062296	2.93139397178e-05	0.000146816533472	0.000297865806172	1.40911992523e-05	1	0.000135277062296	2.54561278181e-05	0.000138809426651	0.000289081755011	2.54561278181e-05	0.000297865806172
112	6.85515826523e-05	0	0.00013394046437	2.75954149784e-05	0.000144591748189	0.000306110200026	-1.05133990419e-05	1	0.00013394046437	2.85697009862e-05	0.000138158765107	0.000283059478219	2.75954149784e-05	0.000306110200026
113	7.63156770549e-05	0	0.000135011121826	2.59627063023e-05	0.000146063826128	0.000300312270309	-9.50062481554e-06	1	0.000135011121826	3.33644807967e-05	0.000139662012307	0.000280916819447	2.59627063023e-05	0.000300312270309
114	7.46051613258e-05	0	0.000130455588219	2.49634888653e-05	0.00014125208905	0.000308995058972	-1.90409114997e-05	1	0.000130455588219	2.9162360766e-05	0.000134333614565	0.000272622443904	2.49634888653e-05	0.000308995058972
