"","s1.bam","s2.bam","s3.bam","s5.bam","s6.bam","s7.bam"
"WBGene00021950",4267.28140116907,1943.71045862186,3072.30556859699,3408.73794843782,4026.13726398218,3605.81409659563
"WBGene00044460",87.1578203272146,63.6055395506672,13.715649859808,24.4894132797412,25.4428436827675,40.2998734038913
"WBGene00044459",81.9801280305484,57.9932860609025,43.4328912227254,106.434757715798,121.817251572038,66.2557240708043
"WBGene00021951",27.6143589155532,54.2517837343926,105.153315591861,49.9207270702417,105.626351046641,86.7471851236304
"WBGene00219763",132.031153564989,52.3810325711377,120.01193627332,123.388966909465,307.627109982553,153.002909194435
"WBGene00021948",4624.54216963904,3277.55603802262,6397.20768877879,5316.08648272536,5771.67053967266,4368.09644776076
"WBGene00021947",129.442307416655,63.6055395506672,11.4297082165067,52.7464286025195,41.633744208165,99.7251104570869
"WBGene00001788",2525.850892057,955.953844423263,1649.30689564191,1637.96498821038,2056.24436672548,1991.77001433469
"WBGene00000677",6687.85254986053,6040.65550615013,2809.42227961734,3219.41594577521,2656.07868142831,6836.63445592454
"WBGene00018928",81.1171793144374,50.5102814078828,44.575862044376,54.6302296240381,62.4506163122476,43.0320682109348
"WBGene00018932",776.653844499932,327.381453569611,400.039787577734,350.386990002451,537.383698390575,646.164071865782
"WBGene00018931",119.949871539434,0,97.1525198403068,57.4559311563159,60.1376305229051,106.555597474696
"WBGene00004824",390.915768398299,518.198072221612,296.029442807523,411.610523201804,413.253461029194,507.505185408326
"WBGene00018935",570.409101349395,548.130090833691,347.463129781803,423.855229841675,507.314883129122,566.930422461521
"WBGene00018934",503.962050208845,404.082251263062,234.309018438387,254.313137905005,316.879053139923,549.8542049175
"WBGene00001154",353.808973605525,102.89131397902,339.462334030248,244.894132797412,378.558674189056,439.200315232239
"WBGene00021935",491.880768183291,325.510702406356,361.178779641611,317.420472125876,544.322655758602,447.396899653369
"WBGene00185088",137.208845861655,170.238355856198,115.440052986717,104.55095669428,140.321137886779,196.034977405369
"WBGene00021936",1706.04961175152,4284.02016385376,2433.38487929427,2869.02895577276,2487.2307188063,2397.50094318065
"WBGene00220183",6.90358972888829,52.3810325711377,0,5.65140306455566,0,14.3440227369783
"WBGene00021942",411.626537584964,297.449434957532,530.33846124591,423.855229841675,511.169859444693,408.463123653
"WBGene00044742",22.4366666188869,198.299623305021,147.443235992936,91.3643495436499,74.7865405220742,80.5997468077826
"WBGene00021943",174.315640654429,366.667227997964,320.031830062187,195.91530623793,187.351848936743,147.538519580348
"WBGene00021941",308.07269165164,271.258918671963,353.177983890056,310.827168550562,297.604171562069,251.361922248
"WBGene00021945",614.419485871058,581.80361177228,638.920689302723,749.752806564385,692.353746276522,721.299429059478
"WBGene00044757",98.3761536366581,0,37.718037114472,60.2816326885937,27.75582947211,110.653889685261
"WBGene00021939",102.690897217213,89.7960558362361,65.149336834088,81.9453444360571,86.3514694687868,54.6438961408695
"WBGene00021938",722.288075384937,665.987414118751,546.340052749019,581.152615138474,675.391850488011,619.525172497108
"WBGene00007007",2273.86986695258,2074.6630400497,1771.60477355853,1850.83450364198,1968.35090673047,1681.66590373526
"WBGene00019069",3079.00101908418,2359.01721686445,3548.92440122532,3796.80095887065,4006.86238240433,3632.4529959643
"WBGene00019067",1108.02615148657,669.728916445261,1709.8843491894,1024.78775570609,1350.01270571291,653.677607585152
"WBGene00019068",362.438460766635,28.0612674488238,340.605304851899,149.762181210725,232.840569460479,195.351928703609
"WBGene00004047",4717.74063097903,4278.407910364,9038.61325761348,6191.11205722073,7093.15642065034,5637.88398433421
"WBGene00043705",8.62948716111036,57.9932860609025,16.0015915031093,28.2570153227783,0,33.4693863862826
"WBGene00021924",497.058460479957,529.422579201142,436.614853870555,319.304273147395,638.384077858531,569.662617268565
"WBGene00021923",1066.60461311324,954.083093260008,707.498938601763,793.080230059311,935.988249420599,1130.44560141424
"WBGene00021925",505.687947641067,542.517837343926,340.605304851899,530.289987557473,345.405877875147,456.959581478022
"WBGene00021926",1062.28986953269,660.375160628986,910.947744855582,813.802041296016,933.675263631257,1116.10157867726
"WBGene00021922",1847.57320119373,1900.683181867,1548.72546333665,1459.00389116612,1862.72455568383,1975.37684549243
"WBGene00021921",1466.14986867265,1259.01553287056,1329.27506557973,1249.90197777756,1012.3167804689,1129.76255271248
"WBGene00021927",535.891152704953,480.783048956514,362.321750463262,272.209247609431,448.719243132446,397.534344424826
"WBGene00021928",327.920512122194,321.769200079846,373.751458679768,331.548979787266,380.100664715285,475.401896425565
"WBGene00005903",141.52358944221,198.299623305021,161.158885852744,234.53322717906,87.8934599950151,135.243642948652
"WBGene00021929",856.908075098259,546.259339670436,417.184349902494,474.717857422676,741.697443115829,627.038708216478
"WBGene00021930",739.547049707158,574.32060711926,324.60371334879,367.341199196118,579.788437861854,589.47102961963
"WBGene00021920",371.930896643856,557.483846649965,138.299469419731,161.064987339836,191.206825252314,358.600568424456
"WBGene00021931",18.9848717544428,173.979858182707,18.2875331464107,30.1408163442969,21.5878673671967,15.0270714387391
"WBGene00000816",460.814614403293,441.497274528161,397.753845934432,438.925638013823,610.628248386421,544.389815303413
"WBGene00021934",1976.15255989427,1468.53966315511,2595.68673596867,1947.85025625019,3735.47204978814,1989.72086822941
"WBGene00021933",778.379741932155,581.80361177228,771.505304614201,650.853252934661,707.773651538806,659.141997199239
"WBGene00021932",387.463973533855,478.912297793259,213.735543648675,248.661734840449,333.06995366532,394.802149617782
"WBGene00003893",8005.57523936208,11159.0306888156,3450.62891056337,3832.5931782795,16072.9382501411,7312.0363523501
"WBGene00005905",34.5179486444414,0,16.0015915031093,20.7218112367041,30.0688152614525,11.6118279299348
"WBGene00005904",50.9139742505511,0,27.431299719616,23.5475127689819,23.9008531565392,21.1745097545869
"WBGene00016639",63.8582049922167,48.6395302446279,86.8657824454507,87.5967475006128,34.6947868401375,64.2065779655217
"WBGene00016797",19.8478204705538,0,17.14456232476,16.0123086829077,0,23.9067045616304
"WBGene00016796",1777.67435518873,1464.7981608286,2378.52227985504,2041.09840681535,1578.2273035947,1564.86457573415
"WBGene00022426",421.981922178297,334.86445822263,461.76021194687,333.432780808784,435.612323659505,405.730928845956
"WBGene00022428",258.0216661172,198.299623305021,102.86737394856,160.123086829077,141.092133149893,189.204490387761
"WBGene00007020",368.479101779412,409.694504752827,346.320158960152,314.594770593599,205.855735251483,340.158253476913
"WBGene00022427",2279.91050796536,2396.43224012955,1979.62546309896,1960.09496289006,1521.17365412425,2051.19525138789
"WBGene00021123",953.558331302695,916.66806999491,550.911936035622,708.309184090976,737.071471537144,608.596393268934
"WBGene00021121",99.2391023527691,0,116.583023808368,64.9911352423901,66.3055926278184,91.5285260359565
"WBGene00009521",1111.47794635101,1298.30130729891,2441.38567504583,1959.1530623793,1744.76228042736,1571.69506275176
"WBGene00044908",19.8478204705538,0,17.14456232476,11.3028061291113,33.1527963139092,29.3710941757174
"WBGene00009522",75.0765383016601,43.0272767548631,123.440848738272,25.4313137905005,121.817251572038,35.5185324915652
"WBGene00009523",102.690897217213,0,158.872944209443,32.0246173658154,17.7328910516259,78.5506007025
"WBGene00009518",420.256024746075,112.245069795295,493.763394953088,218.520918496152,303.001138403868,277.317772914913
"WBGene00009515",40.5585896572187,37.4150232650984,56.0055702608827,19.7799107259448,47.8017063130784,23.2236558598696
"WBGene00007476",1958.03063685594,2272.96266335473,1527.00901772529,1467.48099576295,1946.76303936327,2438.4838652863
"WBGene00022425",1726.76038093818,1784.69660974519,2037.91697500314,1968.57206748689,1646.07488674875,1744.50638429726
"WBGene00018776",1593.00332994097,2669.56190996477,4208.41856531776,2877.50606036959,1740.13630884868,2079.20024816009
"WBGene00018778",1184.82858722045,2368.37097268073,1933.90663023293,1580.50905705407,1207.37858203679,1323.74838401256
"WBGene00018777",881.070639149368,563.09610013973,646.921485054278,566.082206966326,695.437727328979,725.397721270043
"WBGene00023291",11.2183333094435,0,28.5742705412667,7.53520408607422,33.1527963139092,15.7101201405
"WBGene00019054",10.3553845933324,0,4.57188328660267,17.8961097044263,17.7328910516259,26.6388993686739
"WBGene00019053",14.6701281738876,31.8027697753336,36.5750662928214,19.7799107259448,14.6489099991692,15.7101201405
"WBGene00004338",155.330768899986,288.095679141257,133.727586133128,110.202359758835,63.9926068384759,112.703035790543
"WBGene00000678",18.9848717544428,84.1838023464713,2.28594164330134,1.88380102151855,0,18.4423149475435
"WBGene00000679",131.168204848877,63.6055395506672,106.296286413512,99.8414541404834,124.130237361381,58.0591396496739
"WBGene00022423",654.978075528276,819.389009505654,970.382227581417,685.703571832754,1105.60720730572,700.124919304891
"WBGene00022314",75.0765383016601,59.8640372241574,70.8641909423414,28.2570153227783,10.0229384204842,135.926691650413
"WBGene00022309",215.737179027759,203.911876794786,117.725994630019,194.031505216411,134.153175781865,218.575584563478
"WBGene00022310",2047.77730333149,1850.17290045911,2563.68355296245,2433.87091980197,1861.1825651576,1713.08614401626
"WBGene00002180",490.154870751068,725.851451342908,209.163660362072,327.781377744229,307.627109982553,552.586399724543
"WBGene00000547",965.639613328249,1085.03567468785,1235.55145820437,879.735077049165,1073.22540625492,1018.42561432546
"WBGene00022307",1060.56397210046,563.09610013973,686.925463812051,500.149171213176,710.857632591262,795.068688849652
"WBGene00000680",7.76653844499932,0,13.715649859808,0.941900510759277,13.1069194729408,22.5406071581087
"WBGene00022313",901.781408336033,456.4632838342,862.942970346254,786.486926483997,1016.17175678447,840.83295186763
"WBGene00044464",572.997947497728,437.755772201651,589.772943971744,664.03986008529,661.513935751956,828.538075235934
"WBGene00003806",1034.67551061713,987.756614198597,804.65145844207,851.478061726387,921.33933942143,959.683425974021
"WBGene00022306",5029.26511749512,4579.59884764804,4709.03978520075,4911.06926309887,5144.08039549773,5491.02851345563
"WBGene00019368",211.422435447204,114.11582095855,59.4344827258347,85.7129464790942,175.015924726916,195.351928703609
"WBGene00044719",18.9848717544428,50.5102814078828,2.28594164330134,7.53520408607422,21.5878673671967,15.7101201405
"WBGene00019369",283.910127600531,76.7007976934516,168.016710782648,148.820280699966,101.77137473107,133.87754554513
"WBGene00019367",10.3553845933324,0,6.85782492990401,12.2447066398706,31.6108057876809,33.4693863862826
"WBGene00019370",2240.21486702425,944.729337443733,3078.02042270525,2081.600128778,2195.02351408603,1585.35603678698
"WBGene00016427",83.7060254627705,56.1225348976475,69.7212201206907,64.0492347316308,95.6034126261568,90.8454773341956
"WBGene00000681",3643.36947942079,4461.74152436298,2704.26896402548,2048.63361090143,2935.17896667564,6012.87772160093
"WBGene00044073",366.75320434719,7.48300465301967,515.479840564451,166.716390404392,253.657441564561,268.438139792022
"WBGene00016425",74.2135895855491,0,65.149336834088,42.3855229841675,107.168341572869,25.2728019651522
"WBGene00016424",126.853461268322,82.3130511832164,115.440052986717,66.8749362639087,150.344076307263,168.713029334935
"WBGene00021520",70.7617947211049,0,65.149336834088,15.0704081721484,101.77137473107,46.4473117197391
"WBGene00021519",52.6398716827732,0,142.871352706333,31.0827168550561,70.9315642065034,15.0270714387391
"WBGene00021518",232.133204633869,220.74863726408,148.586206814587,54.6302296240381,209.710711567054,202.865464422978
"WBGene00003794",889.700126310478,866.157788587027,1066.39177660007,1010.6592480447,1037.75962415167,928.263185693021
"WBGene00000416",860.359869962703,967.178351402792,616.06127286971,630.131441697956,613.712229438877,678.950409550304
"WBGene00021515",267.514101994421,637.926146669927,212.592572827024,187.438201641096,206.626730514597,307.371915792391
"WBGene00021514",790.461023957709,810.035253689379,734.930238321379,782.719324440959,844.239813110014,972.661351307478
"WBGene00001105",18.1219230383318,157.143097713413,20.573474789712,36.7341199196118,50.8856873655351,38.2507272986087
"WBGene00003712",288.224871181086,312.415444263571,208.020689540422,160.123086829077,279.100285247329,289.612649546609
"WBGene00003682",97.5132049205471,0,44.575862044376,32.0246173658154,17.7328910516259,66.9387727725652
"WBGene00003677",379.697435088856,241.326900059884,356.606896355008,396.540115029656,464.910143657843,495.893357478391
"WBGene00045255",183.808076531651,52.3810325711377,180.589389820805,116.79566333415,163.450995780204,292.344844353652
"WBGene00021525",44.0103845216628,46.7687790813729,51.43368697428,48.9788265594824,18.50388631474,53.9608474391087
"WBGene00021522",3366.36294154915,3331.80782175701,3496.34774342939,2983.94081808539,3383.89820980808,3042.29891764291
"WBGene00004497",5506.47575750452,10629.6081096144,1616.16074181404,3288.17468306064,4378.48209922536,7622.8235116513
"WBGene00021512",135.482948429433,46.7687790813729,169.159681604299,85.7129464790942,112.565308414668,118.850474106391
"WBGene00021511",1118.3815360799,561.225348976475,944.093898683451,960.738520974463,946.782183104198,1086.73048450154
"WBGene00021524",1307.36730490822,828.742765321929,1641.30609989036,1889.45242458311,1274.45516992772,1361.31606260941
"WBGene00044618",167.412050925541,218.877886100825,277.741909661112,243.952232286653,217.420664198195,331.278620354022
"WBGene00019538",37.1067947927746,57.9932860609025,11.4297082165067,15.0704081721484,23.129857893425,32.7863376845217
"WBGene00003947",1809.60345768484,926.021825811184,1386.42360666226,1631.37168463507,1057.03450572952,1308.03826387206
"WBGene00019537",3943.67563262743,2856.63702629026,2162.50079456306,3231.66065241508,2538.88740143495,3365.3809535758
"WBGene00019536",1737.11576553152,1754.76459113311,1824.18143135447,1586.16046011862,1760.95318095276,1085.36438709802
"WBGene00019540",1076.95999770657,1807.14562370425,864.085941167905,875.967475006128,1525.02863043982,2044.36476437028
"WBGene00021507",2024.47768799649,2125.17332145759,2249.36657700851,1799.02997555022,2149.5347935623,1950.78709222904
"WBGene00021508",396.093460694966,314.286195426826,226.308222686832,266.557844544875,286.039242615356,282.099113827239
"WBGene00021506",3590.72960773802,2076.53379121296,3604.92997148621,3256.15006569482,3543.49422927271,2685.74749532374
"WBGene00021509",1893.30948314761,1361.90684684958,2023.05835432168,1799.97187606098,2664.55962932256,2094.91036830059
"WBGene00021505",73.3506408694381,200.170374468276,89.1517240887521,89.4805485221313,47.0307110499642,77.1845032989782
"WBGene00021510",3165.29589069528,3589.97148228619,3569.49787601503,3426.63405814225,3583.58598295465,3356.50132045291
"WBGene00021410",87.1578203272146,136.564834917609,117.725994630019,95.131951586687,91.7484363105859,93.5776721412391
"WBGene00004913",5065.50896357178,3038.09988912599,6480.64455875929,5589.23763084555,6080.06864491833,5025.18929885472
"WBGene00000683",30.2032050638863,71.0885442036869,69.7212201206907,50.862627581001,27.75582947211,23.2236558598696
"WBGene00000553",12696.5644601417,8528.75455327917,14495.1559601738,12992.5756454135,14078.3735044647,11895.2931411655
"WBGene00019462",511.728588653844,362.925725671454,317.745888418886,357.922194088525,444.093271553761,411.878367161804
"WBGene00001173",30997.9808314245,26285.9245948949,41653.2856534153,36358.3016158189,42514.9917939045,30595.1174492729
"WBGene00001186",2203.10807223148,1386.22661197189,2554.53978638924,2053.34311345522,2457.16190354485,1879.06697854415
"WBGene00001253",1405.74345854488,933.504830464204,1408.14005227362,1287.57799820793,1653.01384411678,1228.8046144678
"WBGene00018681",1823.41063714262,2929.5963216572,3856.38355224935,3043.28055026322,2432.4900551252,2370.17899511022
"WBGene00018680",271.828845574976,185.204365162237,136.013527776429,273.15114812019,218.191659461309,264.339847581456
"WBGene00018679",498.784357912179,269.388167508708,390.896021004528,268.441645566394,346.947868401375,421.441048986456
"WBGene00138717",404.722947856076,525.681076874632,336.033421565296,284.453954249302,377.787678925942,477.451042530848
"WBGene00018678",415.078332449408,450.851030344435,318.888859240536,399.365816561934,340.779906296462,370.895445056152
"WBGene00006738",261.473460981644,222.619388427335,123.440848738272,124.330867420225,254.428436827675,265.022896283217
"WBGene00021655",147.564230454987,84.1838023464713,141.728381884683,136.575574060095,195.061801567884,148.221568282109
"WBGene00044466",82.8430767466595,31.8027697753336,53.7196286175814,71.5844388177051,44.7177252606217,117.48437670287
"WBGene00022297",1301.32666389544,1833.33613998982,505.193103169595,955.087117909907,562.826542073342,1262.27400085409
"WBGene00022302",1622.34358628875,1631.29501435829,1076.67851399493,2086.3096313318,1857.32758884203,2289.57924830243
"WBGene00022300",650.663331947721,813.776756015889,525.766577959307,515.219579385325,465.681138920957,566.247373759761
"WBGene00022296",377.108588940523,710.885442036869,881.230503492665,625.42193914416,291.436209457155,561.466032847434
"WBGene00022301",1011.37589528213,1279.59379566636,2021.91538350003,1490.08660802118,1336.90578623997,1225.389370959
"WBGene00022303",31.9291024961083,0,22.8594164330134,38.6179209411304,0,26.6388993686739
"WBGene00022295",1014.82769014658,574.32060711926,603.488593831553,656.504655999216,998.438865732847,594.252370531956
"WBGene00044467",4237.9411448213,2503.06505643508,3519.20715986241,4137.76894376551,3922.82389872488,3823.02358375559
"WBGene00019874",37.9697435088856,0,59.4344827258347,37.6760204303711,43.1757347343934,54.6438961408695
"WBGene00019873",4515.81063140905,2317.86069127284,3295.18487881887,3300.41938970051,4582.79584395061,4238.31719442619
"WBGene00019875",7089.12370285216,4347.62570340443,13448.1946875418,8759.67475006128,9837.89955733678,5493.07765956091
"WBGene00000487",171.726794506096,101.020562815766,129.155702846525,235.475127689819,268.30635156373,194.668880001848
