"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WBGene00021689",1024.54915503478,0.659528389234011,0.406659090290697,1.62182133630052,0.104841608587179,0.99997829941545
"WBGene00000165",1966.93284896712,0.0634436907739043,0.312578647006484,0.202968729251004,0.839159473905842,0.99997829941545
"WBGene00004429",14583.9403214645,0.11655525650144,0.358409672518626,0.325201202529999,0.74502879861797,0.99997829941545
"WBGene00021687",63.4084177567788,0.222695324896955,0.733291956688419,0.303692578195809,0.761362112860786,0.99997829941545
"WBGene00001816",260.762072803207,-0.196266829737273,0.414217814481425,-0.473825178144468,0.635624578386591,0.99997829941545
"WBGene00004880",1211.10290524964,-0.0413394575165057,0.297172907149646,-0.139109106254052,0.88936393244426,0.99997829941545
"WBGene00021686",1852.32753270998,-0.134686965425328,0.259111233993707,-0.519803650923911,0.603200434445517,0.99997829941545
"WBGene00021685",1528.14470974884,0.0267962474060737,0.291309786422055,0.0919854006114671,0.926709639034575,0.99997829941545
"WBGene00021691",1556.28762654936,0.376355188746621,0.366215523029303,1.02768770049244,0.304096755275248,0.99997829941545
"WBGene00021692",112.375979940799,0.132378105560785,0.597013839481867,0.221733730118673,0.824521170802126,0.99997829941545
"WBGene00001707",234.085791298097,0.769747699331925,0.519240106736334,1.48245039114977,0.138220494289173,0.99997829941545
"WBGene00021693",2440.15693384867,-0.105216235403006,0.271240160986711,-0.387908025936327,0.698084098465563,0.99997829941545
"WBGene00021694",46.6219287845284,-0.594434857868652,0.914987407644077,-0.649664523142686,0.515908944740565,0.99997829941545
"WBGene00003400",2169.98218335664,-0.610120166519657,0.27391740686076,-2.22738734829583,0.0259213972417735,0.776120017036357
"WBGene00019674",21.2542291510718,-1.29325502419833,1.33483678650438,-0.968848804043722,0.332620632231751,0.99997829941545
"WBGene00045052",59.2873405520356,0.203838147764182,0.789545939716161,0.25817135838538,0.796274661502703,0.99997829941545
"WBGene00045053",35.6837656012721,-0.865666898186671,1.1852794429118,-0.7303483607714,0.465177274478491,0.99997829941545
"WBGene00004888",476.10856750227,0.234010810614296,0.388476065716975,0.60238153972859,0.54692019517457,0.99997829941545
"WBGene00019673",2087.60807571937,-0.899980386901645,0.356943224444804,-2.52135444874039,0.0116904028288626,0.53402992680702
"WBGene00022363",2295.65572841657,0.808493479083177,0.371812664453696,2.17446460644662,0.0296702606861882,0.803747696651407
"WBGene00022366",2587.79582457957,0.747878830297933,0.361601598749637,2.06823983324184,0.038617476312143,0.86697145381546
"WBGene00022365",1002.74200901328,0.117546314927941,0.297012274821811,0.395762481528622,0.692280257112273,0.99997829941545
"WBGene00022367",730.82183883567,0.00742238563090135,0.31757367669393,0.0233721689661793,0.981353404887699,0.99997829941545
"WBGene00022372",548.685434631056,-0.17229095062365,0.394284028288223,-0.436971670832441,0.662131893134387,0.99997829941545
"WBGene00022371",191.945475641716,-0.139776154373927,0.424532815397919,-0.329246996472849,0.741969003246814,0.99997829941545
"WBGene00022368",550.20623564466,-0.494043291889484,0.454719751560164,-1.0864786281977,0.277267291263579,0.99997829941545
"WBGene00022369",2031.05469730061,0.0370727620917678,0.263178720252822,0.140865348293183,0.887976317188132,0.99997829941545
"WBGene00022370",717.69832327113,1.51748314686043,0.43659758144453,3.47570213705645,0.000509517852100561,0.122044965512997
"WBGene00022373",669.770369693082,0.100933165362169,0.328323911388846,0.307419477720069,0.758524104454461,0.99997829941545
"WBGene00018159",506.090779548874,-0.0104159447566458,0.382963712470996,-0.0271982551282443,0.978301607398575,0.99997829941545
"WBGene00004969",2936.50820288766,-0.391051210343035,0.338029498059083,-1.156855282123,0.247331491272234,0.99997829941545
"WBGene00018579",234.955367582585,0.335158125928874,0.528848452301679,0.633750792821995,0.526243471068013,0.99997829941545
"WBGene00001115",3771.07949698934,-0.0435330865678886,0.236265893311862,-0.18425463767818,0.853813698472028,0.99997829941545
"WBGene00022361",1255.60958362296,0.0768598332003209,0.357357226025275,0.215078435813929,0.829706166206161,0.99997829941545
"WBGene00022360",518.094971191705,-0.0861215805823455,0.40175700271754,-0.214362363318641,0.830264489187324,0.99997829941545
"WBGene00022358",5705.50042551946,-0.395083098898274,0.283709729933671,-1.3925609776959,0.163752590135197,0.99997829941545
"WBGene00005077",2542.51800828935,-0.0279409384230811,0.256400762245007,-0.108973694845656,0.913223354529813,0.99997829941545
"WBGene00022270",570.424724077717,-0.273381941609399,0.379011559277411,-0.721302384894551,0.47072348997382,0.99997829941545
"WBGene00022271",28953.5317861972,0.0681497857626046,0.260079779720522,0.262034156733897,0.793295108688139,0.99997829941545
"WBGene00022272",12.5412376828589,4.76932410864604,1.85158231636293,2.57580992565021,0.0100005604128571,0.493261064560874
"WBGene00022269",517.948603484079,-0.269970950820861,0.350638383822567,-0.769941236546065,0.441334751338358,0.99997829941545
"WBGene00022273",137.565173087981,0.543650871631678,0.648300161870438,0.838578954019027,0.401705624872554,0.99997829941545
"WBGene00044440",333.540772059012,-0.379204139339682,0.344543685329472,-1.10059814034051,0.271071595274314,0.99997829941545
"WBGene00000269",1059.48456322346,-0.12623653029043,0.284614885081903,-0.443534533529766,0.657379146460173,0.99997829941545
"WBGene00022268",1035.4910442566,0.0800441309536312,0.312651251019229,0.256017305840584,0.79793747441123,0.99997829941545
"WBGene00003111",7906.03042408531,-0.105109874935422,0.237934884439994,-0.441758992939643,0.658663615452772,0.99997829941545
"WBGene00004168",91.7526126509903,1.21208557523488,0.625566962344607,1.93757926520291,0.0526745741907681,0.918707815275548
"WBGene00044358",5.19595717990574,-3.80890282049674,2.86298840928505,-1.33039407639373,0.183388465258093,0.99997829941545
"WBGene00022155",73.4358900931552,1.40330319265176,0.858895628310427,1.63384600689173,0.102291189285192,0.99997829941545
"WBGene00022158",672.813247005442,-0.0645728457136104,0.300677218188684,-0.214758025575083,0.829955980018927,0.99997829941545
"WBGene00185098",522.653054322933,-0.174039645017514,0.333585993671126,-0.52172347856156,0.601862875058645,0.99997829941545
"WBGene00022154",43.6755524723846,0.105064198463866,0.774885594957235,0.135586722927357,0.892148002086305,0.99997829941545
"WBGene00044348",325.191024696524,-0.301913967805901,0.388411066598101,-0.777305266943641,0.43697868835682,0.99997829941545
"WBGene00236797",17.1135894900138,0.73338732857289,1.40202539212975,0.523091331076989,0.600910697884874,0.99997829941545
"WBGene00219767",38.7446162086847,1.66867133213532,0.990598022521597,1.68450904826931,0.0920833322778364,0.99997829941545
"WBGene00006702",5791.65588194107,-0.00594432626118669,0.23446427554756,-0.0253528016040162,0.979773557856927,0.99997829941545
"WBGene00003080",339.402564939298,0.658105799028661,0.452264251524178,1.45513556910761,0.145631733808806,0.99997829941545
"WBGene00022153",761.48418855939,-0.375902608636984,0.30779757123062,-1.2212656751451,0.22198544514016,0.99997829941545
"WBGene00022152",770.310805410214,-0.0075440044054446,0.285560265800545,-0.0264182567007199,0.978923732490177,0.99997829941545
"WBGene00006771",7754.63793782391,-0.0469836579007945,0.35210944762702,-0.133434811867255,0.893849515668012,0.99997829941545
"WBGene00022159",381.185952466907,-0.52390823867424,0.368687688631112,-1.42100822682591,0.155314367796984,0.99997829941545
"WBGene00022150",630.97344723124,-0.145910216055843,0.372712412265438,-0.39148204152624,0.69544096041957,0.99997829941545
"WBGene00022149",1267.35089040634,-0.186825835689048,0.279179658300663,-0.669195731616829,0.503370628703,0.99997829941545
"WBGene00022148",1650.12827266212,-0.229789988747132,0.327461962210986,-0.701730323716429,0.482847358374036,0.99997829941545
"WBGene00022160",43.3292196220394,0.237303151512743,0.827081572187282,0.286916260127977,0.774176439917693,0.99997829941545
"WBGene00022161",800.89451079421,0.0583531374832655,0.351836026421634,0.165853218832503,0.868272463469102,0.99997829941545
"WBGene00022146",46.9344875709294,-0.339150680904705,1.13070375352564,-0.299946542007313,0.764217932403151,0.99997829941545
"WBGene00022145",31.3245962370744,-1.64771998049193,0.941023726153525,-1.75098664858012,0.0799482098629167,0.99997829941545
"WBGene00022144",85724.27508744,-0.0241374951290857,0.266420338757194,-0.0905992959910008,0.927810991350885,0.99997829941545
"WBGene00022143",14.7714726388898,-1.40939055212332,1.50850433389219,-0.934296654280644,0.350150889689612,0.99997829941545
"WBGene00044349",24.0384262236443,-0.484298863734765,1.31881535002756,-0.367222646995005,0.713452947766405,0.99997829941545
"WBGene00022142",25.792636085931,-1.71832758574659,1.6642085001541,-1.03251941423654,0.301828857630804,0.99997829941545
"WBGene00044347",9.85963539334399,3.11487652455512,2.40628504386214,1.29447528774716,0.195501299880461,0.99997829941545
"WBGene00022141",74.9219011176463,0.344406820036958,0.804162614298248,0.42828006912197,0.668447227839142,0.99997829941545
"WBGene00044746",143.826988502007,0.827737698729663,0.538308658891841,1.53766372704024,0.12413085697409,0.99997829941545
"WBGene00016907",1927.26612325831,-0.0323259034982533,0.290530822846593,-0.111264970723338,0.911406232200967,0.99997829941545
"WBGene00004441",14953.8145478529,0.348325356717751,0.396275892664396,0.878997090576858,0.37940285334154,0.99997829941545
"WBGene00001196",26984.393611359,-0.19810342668684,0.244908827395509,-0.808886428445954,0.418580475999069,0.99997829941545
"WBGene00001309",599.536651258251,-0.695390556637119,0.421303801610927,-1.65056796064544,0.0988268255825181,0.99997829941545
"WBGene00003750",10742.7920848029,0.977527221270635,0.238074700129628,4.10596850794472,4.02624336013902e-05,0.030277904919625
"WBGene00006461",318.599310487643,0.0578991715898501,0.368343404651929,0.157188023074725,0.87509666716458,0.99997829941545
"WBGene00004743",4946.02014656253,-0.00355151038524965,0.275477600885558,-0.0128921929544648,0.989713803229992,0.99997829941545
"WBGene00022139",8206.37857347201,-0.215797269648078,0.278863645101056,-0.773845115486017,0.439022389340684,0.99997829941545
"WBGene00022138",809.048396038011,0.395501990577588,0.294430980566139,1.34327573075737,0.179182707561594,0.99997829941545
"WBGene00021768",921.968687956414,-0.90081213680282,0.410455388166103,-2.19466515186366,0.0281876262444992,0.797287468831444
"WBGene00021766",372.155932226214,0.294437519769059,0.348380863952647,0.845159853008114,0.398021594230435,0.99997829941545
"WBGene00021765",877.055057382091,-0.0622408098653584,0.302054671276514,-0.206058094060662,0.836745532366356,0.99997829941545
"WBGene00255420",7.14864616417988,-1.81909403243995,2.01221710662723,-0.904024732941973,0.365982286797241,0.99997829941545
"WBGene00021771",593.469632450439,0.188004733696824,0.334517070205374,0.562018355539823,0.574103513054802,0.99997829941545
"WBGene00044438",401.881955024408,-0.00198130139735106,0.41261965528027,-0.0048017620391963,0.996168762927035,0.99997829941545
"WBGene00021764",1310.23719526203,-0.156071152956138,0.293513840704926,-0.531733537952776,0.594910560067006,0.99997829941545
"WBGene00196465",22.5926949163139,-0.72761454025264,1.33262527083764,-0.546000857236698,0.585065347950703,0.99997829941545
"WBGene00021763",145.261586193586,0.499359280036118,0.618207738228032,0.807753201969666,0.41923267015244,0.99997829941545
"WBGene00021238",590.526731146993,-0.126549883524466,0.34099437035477,-0.371120154836585,0.71054803990386,0.99997829941545
"WBGene00021237",13902.8632998136,-0.255340794625123,0.251401973101642,-1.01566742486102,0.309787785269302,0.99997829941545
"WBGene00021239",3791.40861833014,-0.414320588950884,0.294198444464735,-1.40830312581937,0.159041330477233,0.99997829941545
"WBGene00219749",32.1465146756311,1.44563347051592,0.915089655453714,1.57977249759113,0.114158976075768,0.99997829941545
"WBGene00044435",41.7131765294272,-0.573996540272704,1.14907583814474,-0.499528857207075,0.617406862600398,0.99997829941545
"WBGene00021346",706.181021029999,0.0982853537960183,0.298272646158463,0.329515143483195,0.741766349655183,0.99997829941545
"WBGene00021347",101.160076045613,0.639870125113842,0.539770239875461,1.1854490630337,0.235839942876182,0.99997829941545
"WBGene00021348",313.783761097322,0.466683377974099,0.427265128953033,1.0922571170684,0.274720103446919,0.99997829941545
"WBGene00021349",562.414936524414,-0.255861621563583,0.32877255132783,-0.778232916739011,0.436431714756297,0.99997829941545
"WBGene00004409",10043.9448673868,0.457253422849813,0.38274209726088,1.19467763311686,0.232213004556858,0.99997829941545
"WBGene00021350",13785.4075433736,0.577599877364683,0.403857805767769,1.43020605053458,0.152657889406962,0.99997829941545
"WBGene00004014",1441.14410611095,-0.275087055682941,0.305424907118815,-0.900670015022474,0.36776379597512,0.99997829941545
"WBGene00021351",2493.82423527991,0.251597624313445,0.307984951637293,0.816915316725428,0.413976824031774,0.99997829941545
"WBGene00021352",2532.52161857973,0.132178885407857,0.264104562650505,0.500479371054154,0.616737578059732,0.99997829941545
"WBGene00021353",4660.18067036136,-0.142013408583476,0.248715726182334,-0.570986848171256,0.568008557999096,0.99997829941545
"WBGene00003799",1154.81518645526,-0.169484277504193,0.30999750524724,-0.546727875661514,0.584565700154667,0.99997829941545
"WBGene00021354",94.3255376798141,-1.33711114005669,0.955784064013449,-1.39896781124598,0.161822635862959,0.99997829941545
"WBGene00021355",6867.63152882076,0.0740757378531584,0.232890619476261,0.318070938278856,0.750431127650237,0.99997829941545
